name,url,İşlemci_Modeli,price,id,brand,Kullanım_Amacı,Ekran_Boyutu,Çözünürlük,Çözünürlük_Standartı,Panel_Tipi,Ekran_Yenileme_Hızı,Ekran_Kartı_Tipi,Ekran_Kartı,Ekran_Kartı_Hafızası,Maksimum_İşlemci_Hızı,Ram,SSD,İşlemci_Çekirdek_Sayısı,Temel_İşlemci_Hızı,Parmak_İzi_Okuyucu,İşletim_Sistemi
V15 G2 Ijl Celeron N4500 8 256 Ssd Fdos 15.6 Fhd 82qy00nltx Dizüstü Bilgisayar,https://www.trendyol.com/lenovo/v15-g2-ijl-celeron-n4500-8-256-ssd-fdos-15-6-fhd-82qy00nltx-dizustu-bilgisayar-p-681902033?boutiqueId=61&merchantId=106664,N4000,12827,681902033,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,,Dahili,Intel UHD Graphics,1.0,4.1,8,256,2,2,Yok,Free Dos (İşletim Sistemi Yok)
"ROG Zephyrus/GU605CW-QR157W/Ultra9 285H işlemci/32 RAM/2 SSD/RTX 5080 Ekran Kartı/16""Oled/W",https://www.trendyol.com/asus/rog-zephyrus-gu605cw-qr157w-ultra9-285h-islemci-32-ram-2-ssd-rtx-5080-ekran-karti-16-oled-w-p-936865924?boutiqueId=61&merchantId=275331,,182500,936865924,ASUS,Oyun,16 inç,2560 x 1600,WQXGA,OLED,,Harici,Nvidia GeForce RTX 5080,16.0,2.9,32,2,16,,,Windows
V15 G4 83A100A5TR01 i5-13420H 16 1 SSD 15.6 FHD FreeDOS,https://www.trendyol.com/lenovo/v15-g4-83a100a5tr01-i5-13420h-16-1-ssd-15-6-fhd-freedos-p-933838492?boutiqueId=61&merchantId=105378,13420H,20499,933838492,LENOVO,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Dahili Ekran Kartı,1.0,4.6,16,1,8,3.4,Var,Free Dos (İşletim Sistemi Yok)
EliteBook 640 G11 İntel Core Ultra 5 125U 48 2 SSD 14'' WUXGA W11H A23E1EA & PER4 ÇANTA,https://www.trendyol.com/hp/elitebook-640-g11-intel-core-ultra-5-125u-48-2-ssd-14-wuxga-w11h-a23e1ea-per4-canta-p-875156280?boutiqueId=61&merchantId=668896,125H,48341.8,875156280,HP,Ofis - İş,14 inç,1920 x 1200,WUXGA,,,Dahili,Intel Graphics,1.0,4.3,48,2,14,,Yok,Windows
EliteBook 640 G11 İntel Core Ultra 5 125U 96 1 SSD 14'' WUXGA FDOS A23E1EA & PER4 ÇANTA,https://www.trendyol.com/hp/elitebook-640-g11-intel-core-ultra-5-125u-96-1-ssd-14-wuxga-fdos-a23e1ea-per4-canta-p-875156257?boutiqueId=61&merchantId=668896,125H,49136.6,875156257,HP,Ofis - İş,14 inç,1920 x 1200,WUXGA,,,Dahili,Intel Graphics,1.0,4.3,96,1,14,,Yok,Free Dos (İşletim Sistemi Yok)
V15 83A10096Tr İ5-13420H 8 512 15.6 Inc Fhd Freedos Notebook Taşınabilir Bilgisayar,https://www.trendyol.com/lenovo/v15-83a10096tr-i5-13420h-8-512-15-6-inc-fhd-freedos-notebook-tasinabilir-bilgisayar-p-928625336?boutiqueId=61&merchantId=1011169,5200.0,20999,928625336,LENOVO,Ofis - İş,14 inç,1280 x 800,Full HD (FHD),,60,Dahili,Dahili Ekran Kartı,1.0,,1,128,1,,,Free Dos (İşletim Sistemi Yok)
"Vivobook 15 i5-1335U 8 1 SSD 15.6"" FHD Freedos Taşınabilir Bilgisayar X1504VA-NJ104 002",https://www.trendyol.com/asus/vivobook-15-i5-1335u-8-1-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-x1504va-nj104-002-p-900566247?boutiqueId=61&merchantId=114271,1335U,18999,900566247,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,,Dahili,,1.0,4.6,8,1,10,2,,Free Dos (İşletim Sistemi Yok)
"Nirvana S200 16"" 300NIT Core i7-13620H 32 DDR5 RAM 500 NVME SSD Dos Laptop S200.1362-DV00X-G-F",https://www.trendyol.com/casper/nirvana-s200-16-300nit-core-i7-13620h-32-ddr5-ram-500-nvme-ssd-dos-laptop-s200-1362-dv00x-g-f-p-898617503?boutiqueId=61&merchantId=114258,13620H,29299,898617503,CASPER,Ofis - İş,16 inç,1920 x 1200,FHD+,IPS,60,Dahili,Intel Graphics,1.0,4.9,32,500,10,2.4,Var,Free Dos (İşletim Sistemi Yok)
"Thinkpad E14 G5 İ5-13420H 40 2 Ssd 14"" Freedos Taşınabilir Bilgisayar 21jk00lctx 007",https://www.trendyol.com/lenovo/thinkpad-e14-g5-i5-13420h-40-2-ssd-14-freedos-tasinabilir-bilgisayar-21jk00lctx-007-p-892723069?boutiqueId=61&merchantId=114271,13420H,37699,892723069,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel UHD Graphics,1.0,4.6,40,2,8,2.1,Yok,Free Dos (İşletim Sistemi Yok)
IdeaPad 3 R5 5500H 40 2 SSD RTX2050/4 144 15.6'' W11P Gaming Laptop & PER4 ÇANTA,https://www.trendyol.com/lenovo/ideapad-3-r5-5500h-40-2-ssd-rtx2050-4-144-15-6-w11p-gaming-laptop-per4-canta-p-885909094?boutiqueId=61&merchantId=668896,5500H,40253.4,885909094,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 2050,4.0,4,40,2,8,3,,Windows
"TUF Gaming A15 R7 7435HS 16 512 SSD RTX4060/8 144 15.6"" FHD W11H & PER4 ÇANTA",https://www.trendyol.com/asus/tuf-gaming-a15-r7-7435hs-16-512-ssd-rtx4060-8-144-15-6-fhd-w11h-per4-canta-p-863373825?boutiqueId=61&merchantId=668896,7435HS,53534.6,863373825,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,,16,512,16,3.3,,Windows
"250 G10 I5 1334U 24 256 SSD Intel® Iris® Xᵉ Grafik WIN11HOME 15.6"" B2NC5ESH11 +ZETTACNT",https://www.trendyol.com/hp/250-g10-i5-1334u-24-256-ssd-intel-iris-x-grafik-win11home-15-6-b2nc5esh11-zettacnt-p-926169530?boutiqueId=61&merchantId=593943,1334u,19999,926169530,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,Intel Graphics,1.0,4.6,24,256,10,1.7,Yok,Windows
Vivobook S 14 Flip I5-1335U 40 2 SSD 14 Inç Wuxga Dokunmatik W11HOME TP3402VA-LZ187WH09+ZETTACNT,https://www.trendyol.com/asus/vivobook-s-14-flip-i5-1335u-40-2-ssd-14-inc-wuxga-dokunmatik-w11home-tp3402va-lz187wh09-zettacnt-p-926168853?boutiqueId=61&merchantId=106536,1335U,47499.5,926168853,ASUS,Ev - Okul,14 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel Graphics,1.0,4.6,40,2,10,1.7,Yok,Windows
"V15 Gen 4 Iru Intel Core I5 13420H 8 512 SSD Windows 10 Pro 15.6"" Notebook 83A10096TRM22",https://www.trendyol.com/lenovo/v15-gen-4-iru-intel-core-i5-13420h-8-512-ssd-windows-10-pro-15-6-notebook-83a10096trm22-p-925953819?boutiqueId=61&merchantId=127233,13420H,33999,925953819,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Intel UHD Graphics,1.0,4.6,8,512,8,2,,Windows
"Vivobook 15 X1504VA-NJ1423E5 i5-1335U 40 1 SSD Iris Xe Graphics 15.6"" Full HD Notebook",https://www.trendyol.com/asus/vivobook-15-x1504va-nj1423e5-i5-1335u-40--1--ssd-iris-xe-graphics-15-6-full-hd-notebook-p-921354440?boutiqueId=61&merchantId=109239,1355U,20199,921354440,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,Intel UHD Graphics,1.0,4.6,40,1,10,1.3,Yok,Free Dos (İşletim Sistemi Yok)
"Slayer4 7XL-4060 C2 Intel Core i7 14700HX 32 RAM 1 SSD RTX4060 17"" QHD 240 IPS Free",https://www.trendyol.com/game-garaj/slayer4-7xl-4060-c2-intel-core-i7-14700hx-32-ram-1-ssd-rtx4060-17-qhd-240-ips-free-p-894643611?boutiqueId=61&merchantId=124551,14700HX,62487,894643611,Game Garaj,Oyun,17 inç,2560 x 1600,QHD+,IPS,240,Dahili,Nvidia GeForce RTX 4060,8.0,5,32,1,20,3.9,,Free Dos (İşletim Sistemi Yok)
"IdeaPad Slim 3 15IAH8 83ER00FXTR i5-12450H 8 512 SSD 15.6"" Dos Dizüstü Bilgisayar",https://www.trendyol.com/lenovo/ideapad-slim-3-15iah8-83er00fxtr-i5-12450h-8--512--ssd-15-6-dos-dizustu-bilgisayar-p-936506629?boutiqueId=61&merchantId=518157,7520U,16500,936506629,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,AMD Radeon Graphics,1.0,4.5,8,512,4,2.1,Yok,Free Dos (İşletim Sistemi Yok)
"250 G10 9G1E4ET Intel Core i5 1334U 15.6"" 8 Ram 512 Ssd FHD FreeDOS Dizüstü Bilgisayar",https://www.trendyol.com/hp/250-g10-9g1e4et-intel-core-i5-1334u-15-6-8--ram-512--ssd-fhd-freedos-dizustu-bilgisayar-p-924780581?boutiqueId=61&merchantId=107692,1334u,16986.8,924780581,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,,Dahili,Intel Iris Graphics,1.0,,8,512,10,,,Free Dos (İşletim Sistemi Yok)
"LOQ R7 7435HS 16 1 SSD RTX4060/8 105W 144 FHD 15.6"" W11H Gaming Laptop & PER4 ÇANTA",https://www.trendyol.com/lenovo/loq-r7-7435hs-16-1-ssd-rtx4060-8-105w-144-fhd-15-6-w11h-gaming-laptop-per4-canta-p-885908947?boutiqueId=61&merchantId=668896,7435HS,53669.3,885908947,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,4.5,16,1,16,3.3,,Windows
"X540ba-dm317 A6-9225 4 256 Ssd 15.6"" Dos",https://www.trendyol.com/asus/x540ba-dm317-a6-9225-4-256-ssd-15-6-dos-p-370947567?boutiqueId=61&merchantId=585885,9225.0,18999,370947567,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,,Dahili,AMD Radeon Graphics,1.0,,,,2,2,Yok,Ubuntu
TUF GAMİNG A15 FA507NUR-LP036BS8 6 RTX4050 RYZEN 7 7435HS 24 RAM 1 SSD 15.6 FHD 144,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nur-lp036bs8-6-rtx4050-ryzen-7-7435hs-24-ram-1-ssd-15-6-fhd-144-p-935152371?boutiqueId=61&merchantId=107204,7435HS,44999,935152371,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.5,24,1,8,3.1,,Free Dos (İşletim Sistemi Yok)
"250 G10 9G2G8ES4 i7-1355U 24 512 SSD 15.6"" Free Dos Dizüstü Bilgisayar",https://www.trendyol.com/hp/250-g10-9g2g8es4-i7-1355u-24--512--ssd-15-6-free-dos-dizustu-bilgisayar-p-927373206?boutiqueId=61&merchantId=107204,1355U,24799,927373206,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),LED,60,Dahili,Dahili Ekran Kartı,1.0,4.6,24,512,10,1.7,,Free Dos (İşletim Sistemi Yok)
Nirvana X600.1270-DF00R-G-F-M102 i7-12700H 32RAM 1NVME Windows11Pro+NirvanaSırtÇantası,https://www.trendyol.com/casper/nirvana-x600-1270-df00r-g-f-m102-i7-12700h-32ram-1nvme-windows11pro-nirvanasirtcantasi-p-898617478?boutiqueId=61&merchantId=868180,12700H,28969,898617478,CASPER,Ofis - İş,15.6 inç,1920 x 1080,FHD+,IPS,60,Dahili,Intel UHD Graphics,1.0,4.7,32,1,14,2.3,,Windows
"Abra A7 V15.3.7 Intel Core i5 13500H 8 RAM 500 SSD 6 RTX 3050 Windows 11 17.3"" FHD 144",https://www.trendyol.com/monster/abra-a7-v15-3-7-intel-core-i5-13500h-8--ram-500--ssd-6--rtx-3050-windows-11-17-3-fhd-144--p-894064756?boutiqueId=61&merchantId=105286,13500H,38699,894064756,MONSTER,Oyun,17.3 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 3050,6.0,4.7,8,500,12,2.6,,Windows
Probook 440 G9 969f1et I7-1255u 16 512 Ssd 14 Fhd Freedos Notebook,https://www.trendyol.com/hp/probook-440-g9-969f1et-i7-1255u-16-512-ssd-14-fhd-freedos-notebook-p-875985591?boutiqueId=61&merchantId=162201,1000M,37387.5,875985591,HP,Ofis - İş,15.6 inç,1920 x 1080,FHD+,,60,Dahili,Intel Iris Pro Graphics,1.0,,8,256,10,,Yok,Free Dos (İşletim Sistemi Yok)
"Elitebook 660 G11 9c004ea U7-155u 16 512 Ssd 16"" Dos",https://www.trendyol.com/hp/elitebook-660-g11-9c004ea-u7-155u-16-512-ssd-16-dos-p-869529503?boutiqueId=61&merchantId=207789,155U,46252.4,869529503,HP,Ofis - İş,16 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,Intel Graphics,1.0,4.8,16,512,12,1.2,,Linux
Vivobook 15 X1504ZA i5 1235U 40 RAM 256 SSD 15.6'' FHD W11HOME BQ451 & PER4 ÇANTA,https://www.trendyol.com/asus/vivobook-15-x1504za-i5-1235u-40-ram-256-ssd-15-6-fhd-w11home-bq451-per4-canta-p-808955463?boutiqueId=61&merchantId=668896,1235U,25680.4,808955463,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,Intel UHD Graphics,1.0,4.4,40,256,10,1.7,Yok,Windows
Vivobook 15 X1504ZA i5 1235U 24 RAM 512 SSD 15.6'' FHD W11HOME BQ451 & PER4 ÇANTA,https://www.trendyol.com/asus/vivobook-15-x1504za-i5-1235u-24-ram-512-ssd-15-6-fhd-w11home-bq451-per4-canta-p-808955377?boutiqueId=61&merchantId=668896,1235U,24769.3,808955377,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,Intel UHD Graphics,1.0,4.4,24,512,10,1.7,Yok,Windows
"Vivobook 15 X1502ZA-EJ1071-05 i5-1235U 16 1 15.6"" FreeDos Taşınabilir Bilgisayar",https://www.trendyol.com/asus/vivobook-15-x1502za-ej1071-05-i5-1235u-16-1-15-6-freedos-tasinabilir-bilgisayar-p-769936431?boutiqueId=61&merchantId=153128,1235U,19999,769936431,ASUS,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Intel UHD Graphics,1.0,,16,1,10,2,Yok,Free Dos (İşletim Sistemi Yok)
"Victus 15-FB2028NT A44MJEA005 Ryzen5 7535HS 16 512SSD RX6550M 15.6"" FHD W11P Dizüstü Bilgisayar",https://www.trendyol.com/hp/victus-15-fb2028nt-a44mjea005-ryzen5-7535hs-16-512ssd-rx6550m-15-6-fhd-w11p-dizustu-bilgisayar-p-931286365?boutiqueId=61&merchantId=106664,7535HS,31989,931286365,HP,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,AMD Radeon RX 6550M,4.0,4.5,16,512,6,3.3,,Windows
"Vivobook 15 i7-1355U 24 2 SSD 15.6"" FHD W11P Taşınabilir Bilgisayar X1504VA-NJ413 017",https://www.trendyol.com/asus/vivobook-15-i7-1355u-24-2-ssd-15-6-fhd-w11p-tasinabilir-bilgisayar-x1504va-nj413-017-p-930948593?boutiqueId=61&merchantId=114271,1355U,33799,930948593,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),LED,60,Dahili,Dahili Ekran Kartı,1.0,5,24,2,10,1.7,Yok,Windows
"Vivobook 15 i7-1355U 40 2 SSD 15.6"" FHD W11P Taşınabilir Bilgisayar X1504VA-NJ413 018",https://www.trendyol.com/asus/vivobook-15-i7-1355u-40-2-ssd-15-6-fhd-w11p-tasinabilir-bilgisayar-x1504va-nj413-018-p-930948153?boutiqueId=61&merchantId=114271,1355U,35399,930948153,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),LED,60,Dahili,Dahili Ekran Kartı,1.0,5,40,2,10,1.7,Yok,Windows
Vivobook 15 X1504VA-NJ1422-05 Intel Core i5-1335U 16 2 SSD 15.6'' Freedos,https://www.trendyol.com/asus/vivobook-15-x1504va-nj1422-05-intel-core-i5-1335u-16-2-ssd-15-6-freedos-p-899974699?boutiqueId=61&merchantId=106198,1335U,20199,899974699,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,Intel UHD Graphics,1.0,4.6,16,2,10,4,Yok,Free Dos (İşletim Sistemi Yok)
"MateBook D16 MCLG-W5611D02 i5-13420H 16 512SSD 16"" FHD+ W11H Dizüstü Bilgisayar",https://www.trendyol.com/huawei/matebook-d16-mclg-w5611d02-i5-13420h-16-512ssd-16-fhd-w11h-dizustu-bilgisayar-p-881396084?boutiqueId=61&merchantId=106664,13420H,36599,881396084,Huawei,Ofis - İş,16 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel UHD Graphics,1.0,4.6,16,512,8,1.5,Yok,Windows
"250 G8 854F4ES i5-1135G7 8 256SSD 15.6"" FullHD W11H Taşınabilir Bilgisayar",https://www.trendyol.com/hp/250-g8-854f4es-i5-1135g7-8-256ssd-15-6-fullhd-w11h-tasinabilir-bilgisayar-p-778848113?boutiqueId=61&merchantId=1065300,1135G7,18106,778848113,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,60,Dahili,Intel Iris Graphics,1.0,,8,256,4,2,Yok,Windows
Victus Amd Ryzen 5 7640HS 64 DDR5 2 SSD 8 RTX4060 16.1 İnç 144 IPS FHD W11HOME Z7Z4N1EA18,https://www.trendyol.com/hp/victus-amd-ryzen-5-7640hs-64-ddr5-2-ssd-8-rtx4060-16-1-inc-144-ips-fhd-w11home-z7z4n1ea18-p-741802839?boutiqueId=61&merchantId=106536,7640HS,60000,741802839,HP,Oyun,16.1 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,,64,2,6,,,Windows
IdeaPad Slim 5 Ultra 5 125H 16 1 SSD WUXGA OLED 400Nits 14'' FDOS Dizüstü & PER4 ÇANTA,https://www.trendyol.com/lenovo/ideapad-slim-5-ultra-5-125h-16-1-ssd-wuxga-oled-400nits-14-fdos-dizustu-per4-canta-p-926344492?boutiqueId=61&merchantId=668896,125H,38855.1,926344492,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,OLED,,Dahili,Intel Arc Graphics,1.0,4.5,16,1,12,,Var,Free Dos (İşletim Sistemi Yok)
"Legion Slim5 83dh0000tt05 Ryzen7 8845hs 32 512ssd Rtx4060 16"" Wqxga W11h Dizüstü Bilgisayar",https://www.trendyol.com/lenovo/legion-slim5-83dh0000tt05-ryzen7-8845hs-32-512ssd-rtx4060-16-wqxga-w11h-dizustu-bilgisayar-p-893544506?boutiqueId=61&merchantId=106664,8845HS,71370,893544506,LENOVO,Oyun,16 inç,2560 x 1600,WQXGA,IPS,165,Harici,Nvidia GeForce RTX 4060,8.0,5,32,512,8,3.8,,Windows
250 G9 i5-1235U 8 RAM 512 SSD Intel Iris X Grafik Kartı 15.6'' W11H Gümüş Notebook 9Y6U9At,https://www.trendyol.com/hp/250-g9-i5-1235u-8-ram-512-ssd-intel-iris-x-grafik-karti-15-6-w11h-gumus-notebook-9y6u9at-p-875929044?boutiqueId=61&merchantId=1011169,1235U,19999,875929044,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,,Dahili,Intel Iris Graphics,1.0,,8,512,,1.3,Yok,Windows
ThinkPad E14 G5 i7-1355U 24 512 SSD 14'' WUXGA W11P Taşınabilir Bilgisayar 21JK0006TX 020,https://www.trendyol.com/lenovo/thinkpad-e14-g5-i7-1355u-24-512-ssd-14-wuxga-w11p-tasinabilir-bilgisayar-21jk0006tx-020-p-841880771?boutiqueId=61&merchantId=114271,1355U,46599,841880771,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel XE Graphics,1.0,5,24,512,10,1.7,Yok,Windows
ThinkPad E14 G5 i7-1355U 40 512 SSD 14'' WUXGA W11P Taşınabilir Bilgisayar 21JK0006TX 021,https://www.trendyol.com/lenovo/thinkpad-e14-g5-i7-1355u-40-512-ssd-14-wuxga-w11p-tasinabilir-bilgisayar-21jk0006tx-021-p-841880755?boutiqueId=61&merchantId=114271,1355U,48199,841880755,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel XE Graphics,1.0,5,40,512,10,1.7,Yok,Windows
E14 G5 i7-1355U 24 1 SSD 14'' WUXGA W11P Taşınabilir Bilgisayar 21JK0006TX 023,https://www.trendyol.com/lenovo/e14-g5-i7-1355u-24-1-ssd-14-wuxga-w11p-tasinabilir-bilgisayar-21jk0006tx-023-p-841880748?boutiqueId=61&merchantId=114271,1355U,47599,841880748,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel XE Graphics,1.0,5,24,1,10,1.7,Yok,Windows
ThinkPad E14 G5 i7-1355U 40 1+512 SSD 14'' WUXGA W11P Taşınabilir Bilgisayar 21JK0006TX 029,https://www.trendyol.com/lenovo/thinkpad-e14-g5-i7-1355u-40-1-512-ssd-14-wuxga-w11p-tasinabilir-bilgisayar-21jk0006tx-029-p-841880724?boutiqueId=61&merchantId=114271,1355U,51999,841880724,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel XE Graphics,1.0,5,40,1,10,1.7,Yok,Windows
Thinkpad E14 Gen 5 I7-1355u 24 1 Ssd 512 Ssd 14'' Wuxga Windows 11 Pro Taşınabilir Bi,https://www.trendyol.com/lenovo/thinkpad-e14-gen-5-i7-1355u-24-1-ssd-512-ssd-14-wuxga-windows-11-pro-tasinabilir-bi-p-841880723?boutiqueId=61&merchantId=114271,1355U,50399,841880723,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel XE Graphics,1.0,5,24,1,10,1.7,Yok,Windows
ThinkPad E14 G5 i7-1355U 16 1+512 SSD 14'' WUXGA W11P Taşınabilir Bilgisayar 21JK0006TX 027,https://www.trendyol.com/lenovo/thinkpad-e14-g5-i7-1355u-16-1-512-ssd-14-wuxga-w11p-tasinabilir-bilgisayar-21jk0006tx-027-p-841880668?boutiqueId=61&merchantId=114271,1355U,49699,841880668,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel XE Graphics,1.0,5,16,1,10,1.7,Yok,Windows
"Tuf Gaming F15 I7-13620H 32 1 SSD W11HOME 15.6"" Fhd 144 6 RTX4050 FX507VU-LP25822+ZettaÇanta",https://www.trendyol.com/asus/tuf-gaming-f15-i7-13620h-32-1-ssd-w11home-15-6-fhd-144-6-rtx4050-fx507vu-lp25822-zettacanta-p-828046237?boutiqueId=61&merchantId=339221,13620H,54999,828046237,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,144,Harici,Nvidia GeForce RTX 4050,6.0,,32,1,10,2,Yok,Windows
"Thinkpad X1 Carbon Gen 11 I7-1355u 32 4 Ssd 14"" Wuxga 4g Windows 11 Pro 21hns224ttx005",https://www.trendyol.com/lenovo/thinkpad-x1-carbon-gen-11-i7-1355u-32-4-ssd-14-wuxga-4g-windows-11-pro-21hns224ttx005-p-792743178?boutiqueId=61&merchantId=114271,1355U,106399,792743178,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel XE Graphics,1.0,5,32,4,10,1.7,Yok,Windows
"Vivobook S 14 Flip I5-1335U 40 512 SSD 14"" Dokunmatik W11PRO TP3402VA-LZ187WP07 +ZETTACNT",https://www.trendyol.com/asus/vivobook-s-14-flip-i5-1335u-40-512-ssd-14-dokunmatik-w11pro-tp3402va-lz187wp07-zettacnt-p-926169593?boutiqueId=61&merchantId=106536,1335U,43299.5,926169593,ASUS,Ev - Okul,14 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel Graphics,1.0,4.6,40,512,10,1.7,Var,Windows
"VOSTRO 3530 Intel® Core™ i5-1334U 32 Ram 2 SSD   Windows 11 Home 15.6"" FHD",https://www.trendyol.com/dell/vostro-3530-intel-core-i5-1334u-32-ram-2-ssd-windows-11-home-15-6-fhd-p-877855020?boutiqueId=61&merchantId=153128,1334u,24799,877855020,Dell,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),VA,120,Dahili,Intel Iris Graphics,1.0,4.6,32,2,10,1.3,Yok,Windows
"Ideapad Slim 3 I5 13420H 56 Ddr5 1 SSD WIN11PRO 15.3"" Wuxga IPS ID15IRH10P15 + Zettaçanta",https://www.trendyol.com/lenovo/ideapad-slim-3-i5-13420h-56-ddr5-1-ssd-win11pro-15-3-wuxga-ips-id15irh10p15-zettacanta-p-930102332?boutiqueId=61&merchantId=106536,13420H,33999.8,930102332,LENOVO,Ofis - İş,15.4 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel UHD Graphics,1.0,4.6,48,1,8,3,Yok,Windows
VİVOBOOK 16 V3607VU-RP288BS7 i5 210H 12 1 SSD RTX 4050 6 FREEDOS,https://www.trendyol.com/asus/vivobook-16-v3607vu-rp288bs7-i5-210h-12-1-ssd-rtx-4050-6-freedos-p-925953389?boutiqueId=61&merchantId=107204,210H,43299,925953389,ASUS,Oyun,16 inç,1920 x 1200,WUXGA,WUXGA,144,Harici,Nvidia GeForce RTX 4050,6.0,,128,1,8,1.7,,Free Dos (İşletim Sistemi Yok)
"Experook P1 Intel Core i7 13620H 32 1 SSD 15.6"" FHD W11P Dizüstü Bilgisayar & PER4 Çanta",https://www.trendyol.com/asus/experook-p1-intel-core-i7-13620h-32-1-ssd-15-6-fhd-w11p-dizustu-bilgisayar-per4-canta-p-901875018?boutiqueId=61&merchantId=668896,13620H,38846.7,901875018,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Intel UHD Graphics,1.0,4.9,32,1,16,1.8,,Windows
"Loq Ryzen7-7435HS 96 1 SSD 6/RTX4050 WIN11PRO 15.6"" 144 Fhd IPS W83JC006ATR58+ZETTAÇANTA",https://www.trendyol.com/lenovo/loq-ryzen7-7435hs-96-1-ssd-6-rtx4050-win11pro-15-6-144-fhd-ips-w83jc006atr58-zettacanta-p-868739185?boutiqueId=61&merchantId=106536,7435HS,55500,868739185,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,,96,1,8,3.3,Yok,Windows
"Vostro 3530 N3409PVNB3530UE4 I5-1334U 16 512 SSD 15.6"" Ubuntu Dızustu Bılgısayar",https://www.trendyol.com/dell/vostro-3530-n3409pvnb3530ue4-i5-1334u-16-512-ssd-15-6-ubuntu-dizustu-bilgisayar-p-865155907?boutiqueId=61&merchantId=105378,1335U,16669,865155907,Dell,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,120,Dahili,Intel XE Graphics,1.0,4.6,16,512,10,3.4,Yok,Free Dos (İşletim Sistemi Yok)
